subjectID	optionA	optionB	quantityA	quantityB	sideA
2aa5e0b3	Crow	Cat	0	1	right
2aa5e0b3	War	Fire	0	1	right
37ee2a1f	Lake	Crow	1	0	left
37ee2a1f	Crow	Cat	1	0	right
37ee2a1f	Cat	Fire	0	1	left
37ee2a1f	Doctor	Crow	0	1	right
37ee2a1f	War	Frustrated	0	1	left
37ee2a1f	War	Crow	0	1	left
37ee2a1f	Frustrated	Fire	0	1	right
37ee2a1f	War	Lake	0	1	left
37ee2a1f	Doctor	Cat	0	1	left
37ee2a1f	Lake	Cat	1	0	right
37ee2a1f	Frustrated	Crow	0	1	left
37ee2a1f	Frustrated	Cat	0	1	right
37ee2a1f	Frustrated	Doctor	1	0	left
37ee2a1f	Lake	Doctor	1	0	right
37ee2a1f	War	Doctor	0	1	right
37ee2a1f	Crow	Fire	0	1	right
37ee2a1f	Lake	Fire	1	0	right
37ee2a1f	War	Cat	0	1	left
37ee2a1f	Lake	Frustrated	1	0	left
37ee2a1f	Doctor	Fire	0	1	right
37ee2a1f	War	Fire	0	1	left
b1a1be7e	War	Crow	0	1	right
b1a1be7e	Frustrated	Crow	0	1	left
b1a1be7e	Lake	Frustrated	1	0	left
b1a1be7e	Frustrated	Cat	0	1	right
b1a1be7e	Cat	Fire	1	0	left
b1a1be7e	Lake	Crow	1	0	right
b1a1be7e	Crow	Cat	0	1	right
b1a1be7e	Doctor	Crow	1	0	right
b1a1be7e	Lake	Fire	1	0	left
b1a1be7e	War	Cat	0	1	right
b1a1be7e	Doctor	Cat	0	1	left
b1a1be7e	Lake	Cat	1	0	right
b1a1be7e	Lake	Doctor	1	0	left
b1a1be7e	Crow	Fire	1	0	right
b1a1be7e	War	Doctor	0	1	left
b1a1be7e	Frustrated	Fire	0	1	right
b1a1be7e	War	Lake	0	1	left
b1a1be7e	Frustrated	Doctor	0	1	right
b1a1be7e	Doctor	Fire	1	0	left
b1a1be7e	War	Fire	0	1	left
b1a1be7e	War	Frustrated	0	1	right
f9ec2e1d	Frustrated	Crow	0	1	right
f9ec2e1d	Lake	Doctor	1	0	left
f9ec2e1d	Lake	Cat	1	0	right
f9ec2e1d	War	Fire	0	1	left
f9ec2e1d	Lake	Frustrated	1	0	left
f9ec2e1d	Frustrated	Doctor	0	1	left
f9ec2e1d	War	Frustrated	0	1	left
f9ec2e1d	Lake	Crow	1	0	left
f9ec2e1d	Lake	Fire	1	0	left
f9ec2e1d	Frustrated	Cat	0	1	left
f9ec2e1d	War	Doctor	0	1	right
f9ec2e1d	War	Lake	0	1	left
f9ec2e1d	Crow	Cat	0	1	left
f9ec2e1d	Doctor	Cat	0	1	right
f9ec2e1d	Doctor	Crow	1	0	left
f9ec2e1d	Doctor	Fire	0	1	left
f9ec2e1d	Frustrated	Fire	0	1	right
f9ec2e1d	Cat	Fire	1	0	right
f9ec2e1d	Crow	Fire	0	1	right
f9ec2e1d	War	Cat	0	1	left
f9ec2e1d	War	Crow	0	1	left
